,class,suff,to_cut
24210,N,,0
24211,V,re,3
24212,V,are,6
24213,V,,0
24214,V,are,4
24215,V,re,2
24216,V,,2
24217,V,re,4
24218,V,are,5
24219,V,gere,2
24220,V,are,6
24221,V,re,2
24222,V,are,8
24223,V,re,2
24224,V,are,6
24225,V,re,4
24226,N,,0
24227,V,are,4
24228,V,,0
24229,V,re,2
24230,A,re,3
24231,V,re,4
24232,V,rre,3
24233,V,are,6
24234,V,are,2
24235,V,re,4
24236,V,,0
24237,V,are,5
24238,V,rre,5
24239,V,are,6
24240,V,re,3
24241,V,are,6
24242,V,re,4
24243,V,are,6
24244,A,,0
24245,V,re,2
24246,V,e,3
24247,V,re,4
24248,N,e,1
24249,A,o,1
24250,A,o,1
24251,V,e,2
24252,V,are,1
24253,A,ore,4
24254,V,are,4
24255,V,re,2
24256,A,o,1
24257,V,are,8
24258,V,are,6
24259,V,are,1
24260,V,re,1
24261,V,are,6
24262,A,re,3
24263,V,re,4
24264,V,e,1
24265,V,ire,2
24266,V,re,4
24267,V,re,2
24268,A,are,1
24269,V,,1
24270,V,re,2
24271,V,ere,2
24272,V,re,2
24273,V,,4
24274,V,are,6
24275,V,re,3
24276,V,re,3
24277,V,re,4
24278,V,are,5
24279,V,re,3
24280,N,,0
24281,A,,0
24282,N,,0
24283,N,,0
24284,A,re,3
24285,V,are,5
24286,V,re,5
24287,V,,3
24288,V,are,2
24289,V,ire,2
24290,V,re,4
24291,V,re,3
24292,V,are,4
24293,A,re,3
24294,V,re,5
24295,V,re,3
24296,V,re,4
24297,V,are,3
24298,V,are,2
24299,V,re,4
24300,V,re,3
24301,N,a,1
24302,V,re,4
24303,V,are,6
24304,V,,0
24305,V,re,4
24306,V,e,2
24307,V,are,5
24308,V,re,3
24309,V,re,5
24310,V,re,3
24311,V,are,3
24312,N,,0
24313,V,re,3
24314,V,re,3
24315,V,re,3
24316,A,o,0
24317,V,,0
24318,V,are,1
24319,V,are,6
24320,A,re,3
24321,V,e,2
24322,V,are,7
24323,V,are,1
24324,V,are,3
24325,V,re,3
24326,V,are,6
24327,V,re,3
24328,A,o,1
24329,V,re,3
24330,V,re,3
24331,V,are,8
24332,N,,0
24333,V,,3
24334,A,,1
24335,A,a,1
24336,V,are,3
24337,V,rre,5
24338,V,are,4
24339,V,are,6
24340,A,ire,4
24341,V,re,2
24342,V,are,5
24343,V,re,3
24344,V,are,5
24345,V,are,1
24346,V,are,0
24347,V,e,0
24348,V,are,3
24349,V,are,4
24350,V,,5
24351,V,e,2
24352,V,re,2
24353,V,are,2
24354,V,re,2
24355,V,re,4
24356,V,,2
24357,V,e,2
24358,V,are,4
24359,V,,3
24360,V,re,5
24361,V,re,4
24362,V,e,0
24363,V,are,7
24364,V,re,3
24365,V,re,4
24366,V,are,4
24367,V,are,5
24368,V,are,0
24369,V,re,3
24370,V,re,2
24371,V,re,3
24372,V,re,3
24373,A,,0
24374,N,,0
24375,N,e,1
24376,V,are,2
24377,V,are,2
24378,V,are,2
24379,V,re,2
24380,V,e,1
24381,V,re,4
24382,A,,0
24383,V,re,3
24384,V,are,4
24385,A,o,1
24386,V,re,2
24387,V,are,1
24388,N,o,1
24389,V,re,5
24390,V,re,2
24391,V,re,4
24392,V,re,5
24393,N,,0
24394,V,e,2
24395,V,re,2
24396,V,re,2
24397,A,,0
24398,V,re,3
24399,V,re,3
24400,V,are,1
24401,N,,0
24402,V,are,5
24403,V,e,1
24404,V,re,2
24405,V,,0
24406,V,are,1
24407,V,re,3
24408,V,are,3
24409,V,re,2
24410,V,are,6
24411,V,rre,5
24412,V,re,2
24413,V,re,4
24414,N,e,1
24415,V,ere,3
24416,V,are,5
24417,V,re,3
24418,A,,0
24419,V,,3
24420,V,re,3
24421,A,o,1
24422,A,re,3
24423,V,iare,3
24424,V,are,6
24425,V,are,5
24426,V,are,6
24427,V,re,3
24428,V,re,1
24429,V,re,2
24430,A,o,1
24431,N,e,1
24432,V,o,1
24433,V,,0
24434,V,e,3
24435,V,re,2
24436,V,,0
24437,V,re,4
24438,V,e,2
24439,V,re,1
24440,V,re,2
24441,V,iare,4
24442,V,are,6
24443,V,re,3
24444,A,re,3
24445,V,re,4
24446,V,are,5
24447,A,to,2
24448,V,are,1
24449,V,are,1
24450,V,re,3
24451,V,are,7
24452,V,re,3
24453,A,re,3
24454,V,are,2
24455,V,are,8
24456,V,re,3
24457,V,are,5
24458,V,re,3
24459,V,are,8
24460,V,are,2
24461,A,,1
24462,V,e,0
24463,N,o,1
24464,V,re,2
24465,V,ire,4
24466,V,,1
24467,V,re,2
24468,V,re,3
24469,V,re,2
24470,V,re,2
24471,N,,1
24472,V,rre,3
24473,V,re,3
24474,A,re,3
24475,V,re,5
24476,V,re,4
24477,V,are,1
24478,V,e,2
24479,V,,4
24480,A,,0
24481,V,e,1
24482,V,e,4
24483,V,e,2
24484,V,ire,2
24485,V,re,4
24486,V,re,3
24487,V,re,4
24488,V,,0
24489,V,are,2
24490,V,re,3
24491,V,are,1
24492,V,are,2
24493,V,are,2
24494,A,e,1
24495,V,,1
24496,A,re,3
24497,V,e,0
24498,V,are,6
24499,V,re,5
24500,V,re,2
24501,V,re,1
24502,V,are,2
24503,V,are,4
24504,V,re,2
24505,V,are,6
24506,V,re,4
24507,V,e,3
24508,V,are,2
24509,V,re,4
24510,V,are,7
24511,V,re,2
24512,A,,0
24513,A,nte,3
24514,V,re,3
24515,V,are,2
24516,V,re,1
24517,V,e,2
24518,V,,0
24519,V,e,0
24520,V,are,4
24521,V,are,4
24522,V,,3
24523,V,re,4
24524,V,re,2
24525,V,iare,3
24526,V,iare,6
24527,V,are,4
24528,V,re,5
24529,V,re,5
24530,V,re,2
24531,V,re,3
24532,V,re,2
24533,V,are,3
24534,V,re,2
24535,A,re,3
24536,V,are,6
24537,V,e,2
24538,V,are,3
24539,V,re,5
24540,V,re,3
24541,V,re,2
24542,V,are,4
24543,V,ere,4
24544,V,are,1
24545,V,iare,4
24546,V,are,4
24547,V,re,3
24548,V,re,4
24549,V,re,3
24550,A,o,1
24551,V,are,6
24552,V,re,2
24553,N,,0
24554,V,are,3
24555,V,are,2
24556,V,are,7
24557,A,re,3
24558,V,re,2
24559,V,are,4
24560,N,e,1
24561,A,o,1
24562,V,re,1
24563,V,ere,4
24564,V,re,2
24565,V,re,5
24566,V,e,3
24567,V,re,3
24568,V,are,4
24569,V,are,7
24570,V,re,3
24571,A,re,3
24572,N,,0
24573,V,are,6
24574,V,e,2
24575,V,e,0
24576,N,,0
24577,V,re,3
24578,V,iare,4
24579,V,are,4
24580,V,e,1
24581,V,are,4
24582,V,ire,1
24583,V,re,3
24584,V,are,4
24585,V,are,6
24586,A,,0
24587,V,are,3
24588,V,re,1
24589,V,re,5
24590,V,re,4
24591,A,re,3
24592,V,are,4
24593,V,ndere,3
24594,V,ere,4
24595,V,are,5
24596,V,re,2
24597,V,are,1
24598,V,re,4
24599,V,are,4
24600,V,are,4
24601,V,re,2
24602,V,are,1
24603,A,re,3
24604,V,re,2
24605,V,are,3
24606,V,re,2
24607,V,are,4
24608,V,are,3
24609,N,,0
24610,V,,3
24611,N,e,1
24612,V,re,3
24613,V,re,2
24614,V,are,4
24615,V,re,2
24616,V,re,4
24617,V,re,2
24618,A,o,1
24619,A,re,3
24620,V,e,2
24621,V,re,3
24622,A,,1
24623,A,re,3
24624,V,re,3
24625,V,re,5
24626,V,re,3
24627,N,e,1
24628,V,are,3
24629,V,,2
24630,V,re,2
24631,V,re,5
24632,V,are,3
24633,V,are,1
24634,V,are,4
24635,V,re,3
24636,V,are,6
24637,V,re,3
24638,V,e,1
24639,V,re,3
24640,V,e,3
24641,N,a,2
24642,V,are,6
24643,V,re,2
24644,N,a,1
24645,V,re,2
24646,A,o,1
24647,V,ettere,5
24648,V,re,2
24649,V,e,0
24650,V,re,3
24651,V,re,2
24652,A,re,3
24653,V,are,4
24654,V,re,3
24655,V,are,3
24656,A,o,1
24657,V,re,5
24658,V,e,4
24659,V,re,2
24660,N,re,1
24661,V,are,1
24662,V,are,3
24663,V,re,2
24664,V,are,1
24665,V,re,0
24666,V,are,5
24667,V,re,0
24668,V,re,3
24669,V,re,3
24670,V,re,5
24671,N,a,1
24672,V,re,3
24673,V,re,3
24674,A,o,1
24675,V,re,4
24676,V,are,6
24677,V,re,4
24678,V,re,3
24679,V,re,4
24680,N,,0
24681,V,re,3
24682,N,,0
24683,V,re,5
24684,V,e,1
24685,V,re,5
24686,A,o,1
24687,V,,0
24688,V,are,3
24689,V,ggere,3
24690,N,o,1
24691,V,are,1
24692,V,re,4
24693,V,are,4
24694,V,re,2
24695,V,re,1
24696,V,re,2
24697,A,o,1
24698,V,are,4
24699,V,re,4
24700,V,are,6
24701,V,re,2
24702,V,re,3
24703,V,re,5
24704,V,are,2
24705,V,are,3
24706,V,re,2
24707,V,re,3
24708,V,re,3
24709,V,re,2
24710,V,are,4
24711,V,re,2
24712,V,re,2
24713,V,are,7
24714,V,re,2
24715,V,are,5
24716,V,re,3
24717,V,re,3
24718,V,e,1
24719,V,ire,1
24720,V,are,1
24721,V,e,1
24722,V,re,3
24723,A,o,1
24724,A,re,3
24725,V,are,4
24726,V,re,2
24727,V,re,2
24728,A,re,3
24729,V,re,3
24730,V,iare,6
24731,V,are,5
24732,V,are,4
24733,V,ere,1
24734,V,ndere,4
24735,V,ere,3
24736,V,re,1
24737,N,iare,1
24738,A,re,3
24739,V,re,3
24740,V,are,1
24741,V,are,6
24742,N,,0
24743,V,are,5
24744,V,re,3
24745,V,are,3
24746,V,are,3
24747,V,ire,4
24748,V,re,4
24749,V,re,4
24750,V,re,2
24751,V,re,2
24752,V,,0
24753,V,re,3
24754,V,are,1
24755,V,re,3
24756,A,,0
24757,V,arsi,7
24758,V,re,4
24759,V,e,2
24760,V,re,2
24761,V,re,3
24762,V,re,2
24763,V,are,6
24764,V,are,4
24765,N,a,1
24766,V,re,2
24767,V,re,1
24768,V,re,3
24769,N,e,1
24770,A,,0
24771,A,o,1
24772,V,are,6
24773,V,are,6
24774,V,e,3
24775,V,are,4
24776,V,are,3
24777,V,re,2
24778,N,,0
24779,V,re,2
24780,A,o,1
24781,V,re,5
24782,V,are,5
24783,V,re,3
24784,A,,0
24785,V,re,3
24786,V,re,2
24787,V,re,3
24788,V,re,4
24789,V,e,2
24790,V,ere,3
24791,V,re,2
24792,V,re,2
24793,V,e,3
24794,V,re,1
24795,A,o,1
24796,N,o,1
24797,V,are,6
24798,V,are,5
24799,V,re,3
24800,V,are,4
24801,V,e,3
24802,V,are,2
24803,V,re,3
24804,A,,0
24805,V,e,2
24806,V,are,6
24807,V,re,2
24808,V,are,1
24809,V,re,5
24810,A,o,1
24811,V,re,3
24812,V,re,4
24813,V,ire,2
24814,V,re,5
24815,V,re,2
24816,V,are,4
24817,V,re,1
24818,N,re,1
24819,V,are,6
24820,V,re,1
24821,V,are,3
24822,V,,0
24823,V,,0
24824,V,are,4
24825,V,re,1
24826,V,are,3
24827,V,e,0
24828,V,re,3
24829,V,re,2
24830,V,dere,2
24831,V,are,6
24832,V,are,4
24833,V,e,2
24834,N,,0
24835,V,re,3
24836,V,re,0
24837,N,,0
24838,V,re,4
24839,V,re,1
24840,V,re,2
24841,V,re,3
24842,V,,4
24843,V,,3
24844,V,,0
24845,A,e,0
24846,V,re,3
24847,V,iare,6
24848,V,e,2
24849,V,re,4
24850,A,o,2
24851,V,re,2
24852,V,are,4
24853,V,to,2
24854,V,re,3
24855,V,are,5
24856,V,re,3
24857,V,re,3
24858,V,re,3
24859,V,re,4
24860,V,are,4
24861,V,are,2
24862,V,re,3
24863,V,are,4
24864,V,are,4
24865,V,e,3
24866,V,re,2
24867,N,,0
24868,A,,0
24869,A,re,3
24870,V,re,2
24871,A,o,1
24872,V,re,2
24873,V,re,3
24874,V,are,6
24875,V,are,5
24876,V,re,4
24877,V,re,4
24878,V,e,2
24879,V,re,2
24880,V,are,7
24881,V,re,2
24882,V,re,3
24883,A,o,1
24884,V,e,4
24885,N,a,1
24886,A,to,2
24887,V,re,0
24888,V,are,6
24889,V,are,7
24890,V,ere,1
24891,V,are,6
24892,V,re,3
24893,V,re,5
24894,V,are,4
24895,V,ere,3
24896,V,are,7
24897,V,e,3
24898,V,are,6
24899,V,are,3
24900,V,re,2
24901,V,re,5
24902,V,are,4
24903,V,re,2
24904,V,re,4
24905,V,re,1
24906,V,re,1
24907,V,,0
24908,V,re,4
24909,N,,0
24910,N,o,1
24911,A,a,1
24912,V,re,2
24913,A,o,1
24914,V,re,5
24915,N,e,1
24916,V,ere,4
24917,V,re,2
24918,V,re,3
24919,V,re,1
24920,V,,0
24921,V,re,4
24922,N,,0
24923,V,re,1
24924,V,are,4
24925,V,e,2
24926,A,re,3
24927,A,re,3
24928,V,e,2
24929,N,,0
24930,V,re,2
24931,V,are,1
24932,V,re,2
24933,V,e,2
24934,V,re,3
24935,V,e,3
24936,V,re,2
24937,V,re,2
24938,A,re,3
24939,V,re,3
24940,V,are,6
24941,V,,3
24942,V,are,4
24943,V,re,2
24944,V,are,4
24945,V,e,0
24946,V,are,6
24947,V,re,2
24948,V,re,4
24949,V,re,3
24950,V,are,6
24951,V,ire,1
24952,V,e,2
24953,A,re,3
24954,V,re,4
24955,V,iare,4
24956,V,re,2
24957,A,o,1
24958,V,ire,2
24959,V,re,2
24960,V,re,3
24961,A,a,1
24962,V,,0
24963,V,e,1
24964,A,o,1
24965,V,re,2
24966,V,re,2
24967,N,,0
24968,V,are,8
24969,V,are,3
24970,V,e,2
24971,V,re,3
24972,V,e,0
24973,V,re,2
24974,V,guere,4
24975,V,are,3
24976,V,re,2
24977,A,,0
24978,V,re,2
24979,V,ire,4
24980,V,re,2
24981,V,ere,1
24982,V,re,3
24983,V,are,4
24984,V,rre,4
24985,V,are,4
24986,V,are,4
24987,V,,0
24988,V,re,3
24989,V,re,3
24990,V,iare,4
24991,V,re,2
24992,V,re,4
24993,V,are,4
24994,N,nte,3
24995,V,re,2
24996,V,e,3
24997,V,re,2
24998,A,,0
24999,V,ere,4
25000,V,,3
25001,V,e,1
25002,V,are,4
25003,V,are,4
25004,V,e,2
25005,N,,0
25006,V,re,3
25007,V,e,3
25008,V,e,1
25009,V,re,2
25010,V,re,5
25011,V,re,2
25012,V,re,3
25013,V,are,6
25014,N,o,0
25015,N,a,1
25016,V,are,1
25017,V,are,4
25018,V,are,6
25019,V,e,1
25020,V,re,4
25021,A,o,0
25022,V,re,1
25023,V,,5
25024,V,re,2
25025,V,re,4
25026,V,,0
25027,V,re,3
25028,V,,2
25029,V,ere,4
25030,V,re,4
25031,V,,2
25032,V,e,2
25033,V,are,1
25034,V,rire,2
25035,V,e,2
25036,A,a,1
25037,V,are,6
25038,V,are,1
25039,V,are,4
25040,A,re,3
25041,V,re,3
25042,N,,0
25043,V,are,1
25044,V,are,6
25045,V,re,2
25046,V,re,1
25047,V,gere,2
25048,V,e,3
25049,V,are,5
25050,V,are,5
25051,A,e,1
25052,V,are,6
25053,V,re,1
25054,V,re,2
25055,A,o,1
25056,V,,5
25057,V,re,2
25058,V,e,2
25059,V,re,1
25060,V,re,2
25061,V,re,3
25062,V,are,5
25063,V,re,1
25064,V,are,5
25065,V,re,4
25066,A,re,3
25067,V,re,5
25068,V,re,2
25069,V,re,4
25070,V,re,2
25071,V,re,3
25072,V,e,2
25073,V,ere,3
25074,V,re,1
25075,V,are,5
25076,V,re,3
25077,V,re,0
25078,V,are,5
25079,V,are,4
25080,N,,0
25081,A,o,1
25082,V,re,2
25083,V,re,5
25084,V,are,3
25085,V,re,3
25086,V,e,1
25087,V,are,4
25088,V,iare,6
25089,V,re,2
25090,V,re,5
25091,V,re,3
25092,N,,0
25093,V,are,4
25094,V,re,2
25095,V,re,3
25096,A,o,1
25097,N,o,0
25098,V,e,3
25099,A,o,1
25100,V,are,5
25101,V,re,1
25102,V,are,1
25103,V,re,3
25104,V,are,4
25105,V,e,0
25106,V,re,3
25107,V,re,4
25108,V,ere,4
25109,V,re,5
25110,A,e,1
25111,V,are,8
25112,V,re,2
25113,V,are,6
25114,V,are,6
25115,V,e,4
25116,N,e,1
25117,V,e,0
25118,V,e,3
25119,V,re,4
25120,V,re,3
25121,V,re,5
25122,V,re,2
25123,V,re,4
25124,V,e,0
25125,A,ire,4
25126,V,re,1
25127,V,are,6
25128,V,re,2
25129,V,re,2
25130,V,re,2
25131,V,are,6
25132,V,are,5
25133,V,re,3
25134,V,iare,5
25135,V,re,4
25136,V,re,2
25137,A,o,0
25138,V,re,2
25139,N,,0
25140,V,re,2
25141,V,,0
25142,V,re,1
25143,V,are,3
25144,N,e,1
25145,A,re,3
25146,N,,0
25147,V,re,2
25148,V,ere,4
25149,V,re,4
25150,V,are,5
25151,V,are,7
25152,V,are,0
25153,V,re,3
25154,V,re,2
25155,V,are,1
25156,V,ere,5
25157,V,re,2
25158,V,e,0
25159,V,re,0
25160,A,re,3
25161,V,re,4
25162,V,are,3
25163,V,re,4
25164,V,re,3
25165,N,a,1
25166,V,e,2
25167,V,re,2
25168,V,,0
25169,V,are,7
25170,V,are,1
25171,A,re,3
25172,V,e,2
25173,V,re,1
25174,V,ndere,2
25175,V,ire,4
25176,V,re,1
25177,V,re,2
25178,V,are,6
25179,V,are,4
25180,V,re,3
25181,N,o,1
25182,V,re,5
25183,V,,1
25184,V,are,2
25185,V,re,4
25186,V,e,2
25187,V,ire,2
25188,V,re,2
25189,V,dere,2
25190,V,re,2
25191,V,re,2
25192,V,re,2
25193,V,are,5
25194,V,ere,3
25195,A,re,3
25196,V,,5
25197,V,re,5
25198,V,re,4
25199,V,are,3
25200,V,vere,3
25201,V,re,2
25202,A,,1
25203,N,o,1
25204,V,are,6
25205,V,re,2
25206,V,are,7
25207,V,re,6
25208,V,re,4
25209,N,,0
25210,V,are,6
25211,V,re,4
25212,V,re,3
25213,V,re,2
25214,V,re,1
25215,A,e,1
25216,V,ttere,3
25217,N,e,1
25218,V,are,3
25219,V,ere,4
25220,V,are,8
25221,V,re,3
25222,V,re,1
25223,A,re,3
25224,V,re,2
25225,V,re,1
25226,V,re,2
25227,V,e,1
25228,V,re,3
25229,V,are,7
25230,V,re,3
25231,V,re,4
25232,V,re,3
25233,A,ire,4
25234,A,re,3
25235,V,ere,1
25236,V,are,3
25237,V,are,6
25238,V,re,4
25239,V,are,3
25240,V,are,3
25241,V,re,2
25242,V,are,1
25243,V,,0
25244,V,are,1
25245,V,re,3
25246,V,are,7
25247,V,re,3
25248,V,re,0
25249,V,are,3
25250,A,o,1
25251,V,are,4
25252,V,re,4
25253,V,are,3
25254,A,re,3
25255,V,re,0
25256,N,,0
25257,V,re,5
25258,V,are,4
25259,V,are,1
25260,V,are,6
25261,V,re,1
25262,V,re,5
25263,V,e,3
25264,V,are,5
25265,V,ire,3
25266,V,,0
25267,V,,1
25268,V,re,2
25269,V,are,4
25270,V,re,3
25271,V,re,3
25272,V,re,3
25273,V,iare,7
25274,A,,0
25275,N,re,1
25276,V,are,3
25277,V,re,1
25278,V,re,3
25279,V,iare,3
25280,A,re,3
25281,V,re,2
25282,A,re,3
25283,V,re,2
25284,V,are,5
25285,A,nte,3
25286,V,are,6
25287,N,,0
25288,A,ire,4
25289,A,re,3
25290,V,re,3
25291,V,ire,1
25292,V,re,1
25293,V,are,6
25294,V,,3
25295,V,re,3
25296,V,,1
25297,V,re,3
25298,V,are,6
25299,V,are,3
25300,V,re,3
25301,A,o,2
25302,V,re,4
25303,V,re,4
25304,V,,2
25305,V,e,2
25306,V,re,4
25307,V,re,3
25308,V,re,4
25309,V,e,1
25310,V,,1
25311,V,re,2
25312,N,o,1
25313,V,re,4
25314,V,are,2
25315,V,re,4
25316,V,are,4
25317,V,re,3
25318,V,e,2
25319,V,re,3
25320,V,are,6
25321,V,re,3
25322,V,are,7
25323,V,re,4
25324,V,re,2
25325,V,e,1
25326,A,re,1
25327,V,,2
25328,V,are,4
25329,V,re,2
25330,N,o,1
25331,V,re,4
25332,V,are,3
25333,V,re,3
25334,V,re,3
25335,V,re,2
25336,V,are,4
25337,V,re,1
25338,V,are,6
25339,V,are,3
25340,N,re,0
25341,V,re,1
25342,V,are,7
25343,V,re,2
25344,V,re,4
25345,V,are,1
25346,V,iare,6
25347,A,o,1
25348,V,re,2
25349,V,re,3
25350,V,re,5
25351,V,are,6
25352,V,ire,2
25353,V,re,3
25354,V,iare,8
25355,A,re,3
25356,V,,0
25357,V,ere,3
25358,V,re,3
25359,V,e,0
25360,V,re,3
25361,A,o,1
25362,V,re,2
25363,V,,0
25364,V,re,2
25365,A,o,1
25366,V,,0
25367,A,ore,4
25368,V,,0
25369,V,,4
25370,V,are,3
25371,V,re,2
25372,V,re,4
25373,V,,0
25374,V,re,4
25375,V,re,2
25376,V,are,2
25377,A,o,1
25378,V,are,4
25379,V,re,2
25380,V,are,4
25381,V,re,2
25382,V,ere,5
25383,V,re,3
25384,V,are,4
25385,V,re,3
25386,V,re,3
25387,V,re,2
25388,V,are,5
25389,V,re,1
25390,V,e,1
25391,V,re,3
25392,V,re,0
25393,V,,0
25394,N,e,1
25395,V,are,6
25396,V,are,5
25397,V,re,2
25398,V,re,3
25399,V,re,2
25400,V,,2
25401,V,re,2
25402,V,re,2
25403,V,,0
25404,V,e,1
25405,V,re,2
25406,V,are,1
25407,V,re,1
25408,V,are,4
25409,A,e,1
25410,V,are,1
25411,V,re,3
25412,V,are,6
25413,V,e,3
25414,V,,1
25415,V,re,2
25416,V,re,2
25417,A,,0
25418,V,re,2
25419,V,re,2
25420,V,re,3
25421,V,re,4
25422,V,re,3
25423,V,re,3
25424,V,,0
25425,V,re,2
25426,V,,3
25427,V,ere,1
25428,V,e,2
25429,V,re,1
25430,V,re,4
25431,V,re,4
25432,V,are,8
25433,V,re,2
25434,N,o,1
25435,V,are,4
25436,V,e,1
25437,A,o,1
25438,V,e,2
25439,V,re,1
25440,N,o,1
25441,V,re,5
25442,V,dere,4
25443,V,re,4
25444,V,are,1
25445,V,,3
25446,V,e,3
25447,A,,0
25448,N,e,1
25449,V,are,7
25450,V,re,3
25451,V,are,5
25452,V,re,2
25453,V,are,4
25454,V,re,3
25455,V,are,3
25456,V,are,3
25457,V,are,3
25458,V,nire,6
25459,V,are,3
25460,V,are,6
25461,N,a,1
25462,V,re,2
25463,A,,0
25464,V,e,2
25465,V,are,4
25466,A,o,1
25467,V,are,7
25468,V,e,2
25469,V,re,2
25470,V,re,2
25471,V,re,4
25472,A,,0
25473,V,re,2
25474,V,are,5
25475,N,o,2
25476,V,re,2
25477,V,re,3
25478,V,re,2
25479,V,are,6
25480,V,e,0
25481,V,re,2
25482,V,re,2
25483,V,re,3
25484,V,are,2
25485,V,ire,4
25486,V,e,0
25487,V,are,3
25488,V,are,4
25489,N,,0
25490,V,re,3
25491,V,e,0
25492,V,e,0
25493,V,are,4
25494,V,ire,1
25495,V,re,2
25496,V,are,8
25497,V,re,3
25498,V,re,4
25499,N,,0
25500,V,re,1
25501,V,e,2
25502,A,,0
25503,V,are,5
25504,V,re,4
25505,V,are,1
25506,V,re,2
25507,V,are,4
25508,V,re,2
25509,N,are,2
25510,V,are,1
25511,V,are,4
25512,V,,0
25513,V,re,4
25514,V,re,4
25515,V,are,4
25516,A,o,1
25517,A,o,1
25518,V,are,4
25519,V,ere,2
25520,V,are,6
25521,V,re,3
25522,A,re,3
25523,V,re,2
25524,V,are,5
25525,V,e,1
25526,V,are,4
25527,V,re,3
25528,V,re,3
25529,V,re,4
25530,V,re,2
25531,V,are,6
25532,A,,0
25533,A,re,3
25534,V,e,3
25535,V,re,3
25536,V,are,6
25537,V,re,3
25538,A,re,3
25539,A,re,1
25540,V,are,6
25541,V,are,4
25542,V,are,6
25543,A,re,3
25544,V,are,6
25545,N,,0
25546,V,re,2
25547,N,e,1
25548,V,are,8
25549,V,are,5
25550,V,,0
25551,V,re,4
25552,V,are,6
25553,V,,3
25554,N,,0
25555,V,re,1
25556,A,o,1
25557,V,re,3
25558,V,,0
25559,V,e,2
25560,V,dere,2
25561,V,are,3
25562,A,re,3
25563,V,a,1
25564,V,are,8
25565,A,re,3
25566,N,o,1
25567,V,re,5
25568,V,re,3
25569,V,re,2
25570,A,o,2
25571,V,re,4
25572,N,,0
25573,V,re,5
25574,V,are,8
25575,V,re,2
25576,V,re,2
25577,V,,3
25578,V,are,5
25579,V,re,3
25580,A,e,1
25581,V,re,5
25582,N,,0
25583,V,re,2
25584,N,,0
25585,V,re,3
25586,V,o,1
25587,V,,0
25588,V,e,4
25589,V,e,3
25590,V,are,6
25591,V,re,4
25592,V,re,2
25593,N,o,1
25594,V,e,3
25595,V,rre,5
25596,V,are,2
25597,V,are,6
25598,V,are,4
25599,V,re,3
25600,V,are,7
25601,V,re,3
25602,V,are,6
25603,V,are,3
25604,V,e,0
25605,V,re,5
25606,A,re,3
25607,A,e,1
25608,V,re,2
25609,V,re,3
25610,V,nere,6
25611,V,re,0
25612,V,ire,3
25613,V,ere,5
25614,V,e,0
25615,V,re,3
25616,V,re,2
25617,V,rre,3
25618,V,re,4
25619,V,re,5
25620,V,are,3
25621,V,re,5
25622,V,re,3
25623,V,re,5
25624,N,e,1
25625,V,re,3
25626,V,re,2
25627,V,re,3
25628,V,re,5
25629,V,are,3
25630,V,re,3
25631,V,re,3
25632,V,are,5
25633,N,o,0
25634,V,re,2
25635,V,are,5
25636,V,re,1
25637,V,re,4
25638,V,are,4
25639,A,,0
25640,A,ire,4
25641,V,re,4
25642,V,are,4
25643,V,re,5
25644,V,re,4
25645,V,re,2
25646,V,re,0
25647,N,o,1
25648,V,,5
25649,V,,1
25650,V,are,5
25651,V,are,6
25652,N,a,1
25653,V,re,2
25654,V,ere,1
25655,V,are,7
25656,N,o,1
25657,V,re,2
25658,V,,0
25659,V,re,2
25660,V,,4
25661,V,re,1
25662,V,re,3
25663,V,re,3
25664,V,re,5
25665,V,re,3
25666,V,iare,6
25667,V,,3
25668,V,re,3
25669,V,are,4
25670,V,,2
25671,V,re,2
25672,V,are,4
25673,V,are,7
25674,V,re,4
25675,V,re,2
25676,V,re,2
25677,A,o,1
25678,V,re,4
25679,A,re,3
25680,V,re,4
25681,V,re,4
25682,V,re,3
25683,V,re,5
25684,V,ere,3
25685,V,are,4
25686,V,are,6
25687,V,are,4
25688,V,re,3
25689,V,are,1
25690,V,ere,4
25691,V,are,5
25692,V,re,5
25693,V,are,1
25694,V,re,2
25695,V,are,4
25696,V,,0
25697,V,are,5
25698,V,e,3
25699,V,are,8
25700,N,,0
25701,V,re,1
25702,V,re,2
25703,V,re,3
25704,V,are,3
25705,V,re,3
25706,N,,0
25707,V,are,7
25708,V,are,6
25709,V,e,4
25710,N,a,1
25711,N,,0
25712,V,re,2
25713,V,are,8
25714,V,o,1
25715,A,ore,4
25716,V,are,6
25717,V,re,2
25718,V,re,2
25719,V,,2
25720,A,re,3
25721,N,,0
25722,V,e,2
25723,V,,0
25724,V,are,8
25725,V,are,3
25726,V,are,1
25727,A,,0
25728,V,re,2
25729,A,re,3
25730,A,,0
25731,V,re,3
25732,V,are,6
25733,V,re,2
25734,V,,3
25735,V,are,5
25736,N,,0
25737,V,are,6
25738,N,e,1
25739,V,re,5
25740,A,re,3
25741,A,re,3
25742,V,re,2
25743,N,e,0
25744,V,are,2
25745,V,ere,1
25746,V,,4
25747,A,,0
25748,V,are,3
25749,V,,0
25750,V,e,1
25751,V,ia,2
25752,V,re,2
25753,V,are,6
25754,N,,0
25755,V,are,4
25756,V,re,4
25757,V,ere,1
25758,V,re,4
25759,V,are,6
25760,V,re,3
25761,V,are,1
25762,V,re,2
25763,V,re,1
25764,V,are,4
25765,V,re,2
25766,V,re,2
25767,V,re,4
25768,V,re,2
25769,V,are,3
